ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
2923,2002,12,30,13,15,,4,7,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50,10.9,,,5,,,,,2,,,,2,,,,2,,,,,,2,,2,,,,2
2401,2003,1,20,8,43,6,4,1,33,7.3,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.491,160.77,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2003,1,22,2,6,34.6,4,1,24,7.5,MEXICO,,S. MEXICO,18.77,-104.104,88,0.61,,,0.5,,,,,,,,,,,,,,29,1,,,300,3,,3,2005,4,6615,4
2403,2003,5,21,18,44,20.1,4,1,12,6.8,ALGERIA,,N. ALGERIA,36.964,3.634,50,3,,1,1.5,,,,,,,,,2,,3,,,2266,4,,,10261,4,5000,4,43000,4,,
3618,2003,5,27,17,11,28.8,4,1,8,5.7,ALGERIA,,ALGIERS,36.939,3.578,50,0.08,,,,,,,,,,,,,,,,,9,1,,,200,3,,2,,3,,
2694,2003,7,12,,,,4,6,,,MONTSERRAT,,SOUFRIERE HILLS VOLCANO,16.722,-62.18,74,4,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2953,2003,8,21,12,12,49.7,4,3,28,7.2,NEW ZEALAND,,SOUTH ISLAND,-45.104,167.144,81,0.15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2406,2003,9,25,19,50,6.3,4,1,27,8.3,JAPAN,,HOKKAIDO ISLAND,41.815,143.91,85,4.4,,,,2,,,,,,,,,,,,,,,,,755,3,90,4,,,,
2428,2003,10,31,1,6,28.2,4,1,10,7,JAPAN,,E. HONSHU ISLAND,37.812,142.619,85,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,2003,11,17,6,43,6.8,4,1,33,7.8,USA,AK,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.146,178.65,87,0.33,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,
3015,2003,12,27,4,55,25.4,4,1,10,6.1,NEW CALEDONIA,,LOYALTY ISLANDS,-22.107,169.35,82,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2004,1,28,22,15,30.7,4,1,17,6.7,INDONESIA,,SERAM ISLAND,-3.12,127.4,83,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
4562,2004,2,11,8,15,3.8,4,1,27,5.3,JORDAN,,DEAD SEA,31.675,35.551,50,1,,,,,,,,,,,,,,,,,,,,,4,1,,2,,,,2
2436,2004,9,5,10,7,7.8,4,1,14,7.2,JAPAN,,SOUTH COAST HONSHU ISLAND,33.07,136.618,85,0.63,,,,4,,,,,,,,,,,,,,,,,4,1,,1,,,,
2437,2004,9,5,14,57,18.6,4,1,10,7.4,JAPAN,,SOUTH COAST HONSHU ISLAND,33.184,137.071,85,0.93,,,,4,,,,,,,,,,,,,,,,,40,1,,1,,,,
3012,2004,11,2,10,2,12.8,4,1,10,6.6,CANADA,BC,VANCOUVER ISLAND,49.277,-128.772,88,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,2004,11,11,21,26,41.1,4,1,10,7.5,INDONESIA,,KEPULAUAN ALOR,-8.152,124.868,60,,,,,,,,,,,,,1,,,1,1,34,1,,,400,3,,3,781,3,16712,4
2693,2004,11,21,11,41,7.7,4,1,14,6.3,GUADELOUPE (FRENCH TERRITORY),,"BASSE-TERRE, LES SAINTES",15.679,-61.706,74,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,2004,11,22,20,26,23.9,4,1,10,7.1,NEW ZEALAND,,PUYSEGUR TRENCH,-46.676,164.721,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,2004,11,28,18,32,14.1,4,1,39,7,JAPAN,,HOKKAIDO ISLAND,43.006,145.119,85,0.12,,,,,,,,,,,,,,,,,,,,,24,1,,2,,,,1
3014,2004,12,23,14,59,4.4,4,1,10,8.1,AUSTRALIA,,MACQUARIE ISLAND,-49.312,161.345,81,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,2004,12,26,0,58,53.4,4,1,30,9.1,INDONESIA,,OFF W. COAST OF SUMATRA,3.316,95.854,60,50.9,,,,4,227899,4,,3,,,10000,4,,3,,,227899,4,,,,3,10000,4,,3,,
2466,2005,1,19,6,11,36.4,4,1,28,6.6,JAPAN,,E. HONSHU ISLAND,34.064,141.491,85,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,2005,2,14,18,5,59.3,3,1,12,5.8,GUADELOUPE (FRENCH TERRITORY),,DOMINICA PASSAGE,15.775,-61.744,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,2005,3,28,16,9,36.5,4,1,30,8.7,INDONESIA,,INDONESIA,2.085,97.108,60,4.2,,,,,10,1,,,,,,1,,,,,1313,4,,,340,3,,4,300,3,,
2507,2005,4,10,10,29,11.2,4,1,19,6.7,INDONESIA,,KEPULAUAN MENTAWAI,-1.644,99.607,60,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,2005,6,15,2,50,53.1,4,1,10,7.2,USA,CA,N. CALIFORNIA,41.301,-125.97,88,0.1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
2548,2005,8,16,2,46,28.4,4,1,36,7.2,JAPAN,,E. COAST HONSHU ISLAND,38.276,142.039,85,0.05,,,,3,,,,,,,,,,,,,,,,,56,2,,1,1,1,,
2590,2005,11,14,21,38,51.4,4,1,11,7,JAPAN,,E. COAST HONSHU ISLAND,38.107,144.896,85,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,2005,12,9,1,57,,4,9,,,CANADA,BC,BRITISH COLUMBIA,,,88,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,2006,1,16,,,,0,8,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88,9,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
2875,2006,3,14,6,57,33.8,4,1,30,6.7,INDONESIA,,SERAM ISLAND,-3.595,127.214,83,3.5,,,,,4,1,,,,,,2,241,3,,,4,1,,,,,1,2,241,3,,
2749,2006,5,3,15,26,40.2,4,1,55,8,TONGA,,TONGA,-20.187,-174.123,81,0.27,,,,2,,,,,,,,,,,,,,,,,1,1,,1,,,,
2877,2006,5,20,11,20,,4,6,,,MONTSERRAT,,SOUFRIERE HILLS VOLCANO,16.722,-62.18,74,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
2832,2006,7,17,8,19,28.7,4,1,34,7.7,INDONESIA,,SOUTH OF JAVA,-9.254,107.411,60,20.9,,,,,802,3,498,3,,,55,4,1623,4,,,802,3,,,498,3,55,4,1623,4,,
2972,2006,9,28,6,22,9.7,4,1,28,6.9,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,81,0.08,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
3017,2006,10,15,17,7,49.2,4,1,39,6.7,USA,HI,HAWAII,19.878,-155.935,80,0.1,,,,4,,,,,,,,,,,,,,,,,,3,,2,,,,
3016,2006,11,15,11,14,13.5,4,1,10,8.3,RUSSIA,,S. KURIL ISLANDS,46.592,153.266,86,21.9,,,,1,,,1,1,,,,2,,,,,,,,,1,1,,2,,,,
3622,2006,12,26,12,26,21.4,4,1,10,7,CHINA,,TAIWAN,21.799,120.547,84,0.07,,,,,,,,,,,,,,,,,2,1,,,40,1,,1,,2,,
3019,2007,1,13,4,23,21.1,4,1,10,8.1,RUSSIA,,S. KURIL ISLANDS,46.243,154.524,86,0.4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
3038,2007,3,25,0,40,1.6,4,1,34,7.1,VANUATU,,VANUATU ISLANDS,-20.617,169.357,82,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,2007,3,25,0,41,57.8,4,1,8,6.7,JAPAN,,HONSHU: W COAST,37.336,136.588,85,0.1,,,,3,,,,,,,,,,,,,1,1,,,150,3,,3,513,3,,
3037,2007,4,1,20,39,56.3,4,1,10,8.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.46,157.044,82,12.1,,,,1,52,2,,,,,,3,2500,4,,,54,2,,,,,,3,2500,4,500,3
3044,2007,4,21,17,53,46.3,4,3,,6.2,CHILE,,SOUTHERN CHILE,-45.285,-72.606,89,7.6,,,,,10,1,,,,,,1,,,,,10,1,,,,,,1,,,2,1
4311,2007,5,7,,,,2,8,,,BULGARIA,,BLACK SEA,43,29,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,2007,7,16,1,13,22,4,1,10,6.6,JAPAN,,HONSHU: W COAST,37.57,138.478,85,,,,,4,,,,,,,,,,,,,9,1,,,1088,4,,3,875,3,,
3155,2007,8,2,2,37,42.3,4,1,5,6.2,RUSSIA,,TATAR STRAIT,47.116,141.798,86,0.19,,,,4,,,,,,,,,,,,,2,1,,,12,1,,1,11,1,20,1
3156,2007,8,2,3,21,42.8,4,1,21,6.7,USA,AK,"ALEUTIAN ISLANDS, AK",51.307,-179.971,87,0.03,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
3168,2007,8,15,23,40,57.8,4,1,39,8,PERU,,S. PERU,-13.386,-76.603,89,10.05,,,,1,3,1,,,,,,1,,1,,,514,3,,,1090,4,,4,39700,4,,
3598,2007,9,2,1,5,18.1,4,1,35,7.2,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-11.61,165.762,82,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,2007,9,12,11,10,26.8,4,1,34,8.4,INDONESIA,,SUMATRA,-4.438,101.367,60,5,,,,,,,,,,,,1,,,,2,25,1,,,161,3,,3,56425,4,,
3248,2007,9,30,5,23,34,4,1,10,7.4,NEW ZEALAND,,AUCKLAND ISLANDS,-49.418,163.954,81,0.25,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
3293,2007,11,14,15,40,50.5,4,1,40,7.7,CHILE,,NORTHERN CHILE,-22.247,-69.89,89,0.28,,,,2,,,,,,,,,,,,,2,1,,,65,2,,3,,4,,
5441,2007,11,29,19,0,20.4,4,1,156,7.4,MARTINIQUE (FRENCH TERRITORY),,,14.944,-61.274,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,2007,12,3,,,,4,8,,,CANADA,BC,"CHEHALIS LAKE, CHILLIWACK",49.475,-121.847,88,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
3599,2007,12,9,7,28,20.8,4,1,153,7.8,KERMADEC ISLANDS,,KERMADEC ISLANDS,-25.996,-177.514,81,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,2008,2,25,8,36,33,4,1,25,6.5,INDONESIA,,SUMATRA,-2.486,99.972,60,0.12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2
3505,2008,4,9,12,46,12.7,4,1,35,7.3,NEW CALEDONIA,,LOYALTY ISLANDS,-20.071,168.892,82,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,2008,4,28,18,33,34.2,1,1,32,6.4,VANUATU,,VANUATU ISLANDS,-19.941,168.953,82,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,2008,5,12,6,28,1.5,0,1,19,7.9,CHINA,,SICHUAN PROVINCE,31.002,103.322,84,,,,,,,,,,,,,,,,,,87652,4,,,374171,4,86000,4,5360000,4,,
3558,2008,7,19,2,39,28.7,4,1,22,6.9,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,2008,8,8,,,,4,6,,,USA,AK,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.5,87,0.19,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3588,2008,8,26,8,7,8.5,1,1,10,5,ATLANTIC OCEAN,,SOUTHERN ATLANTIC OCEAN,-52.533,26.417,77,,,,,0,,,,,,,,1,,,,,,,,,,,,1,,,,
3589,2008,9,11,0,20,50.9,4,1,25,6.8,JAPAN,,HOKKAIDO ISLAND,41.892,143.754,85,0.09,,,,4,,,,,,,,,,,,,6,1,,,77,2,,3,,,1000,3
3621,2008,10,28,,,,3,9,,,USA,,MAINE,43.8,-69.7,75,2,,,,,,,,,,,0.02,1,,,,,,,,,,,0.02,1,,,,
3623,2008,11,16,17,2,32.7,4,1,30,7.3,INDONESIA,,SULAWESI,1.271,122.091,83,0.13,,,,,,,,,,,,,,,,,6,1,,,77,2,,3,,,1000,3
3647,2009,1,3,19,43,50.6,4,1,17,7.6,INDONESIA,,NEAR NORTH COAST,-0.414,132.885,83,0.39,,,,,,,,,,,,,,,,,5,1,,,250,3,,3,,,840,3
3649,2009,1,3,22,33,40.2,3,1,23,7.3,INDONESIA,,NEAR NORTH COAST,-0.691,133.305,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,2009,1,15,17,49,39,4,1,36,7.4,RUSSIA,,KAMCHATKA,46.857,155.154,86,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,2009,2,11,17,34,50.8,4,1,22,7.2,INDONESIA,,CELEBES SEA,3.884,126.397,83,0.13,,,,,,,,,,,,,,,,,,,,,64,2,,2,,,597,3
4312,2009,3,19,18,17,40.9,4,1,34,7.6,TONGA,,TONGA,-23.046,-174.659,81,0.15,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
4356,2009,5,28,8,24,45,4,1,10,7.3,HONDURAS,,OFF COAST,16.72,-86.236,74,4,,,,,,,,,,,,,,,,,7,1,,,40,1,,2,135,3,25,1
4376,2009,7,15,9,22,29,4,1,12,7.8,NEW ZEALAND,,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,81,0.47,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4419,2009,8,10,19,55,35.6,3,1,5,7.5,INDIA,,ANDAMAN ISLANDS,14.099,92.888,60,0.01,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
4418,2009,8,10,20,7,9.1,4,1,40,6.4,JAPAN,,HONSHU: S COAST,34.743,138.264,85,0.6,,,,4,,,,,,,,,,,,,1,1,,,123,3,,3,5192,4,,
4482,2009,8,16,7,38,21.7,4,1,20,6.7,INDONESIA,,SUMATRA,-1.479,99.49,60,0.18,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,
4443,2009,8,25,,,,0,8,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
4440,2009,9,29,17,48,10.9,4,1,18,8.1,SAMOA,,SAMOA ISLANDS,-15.489,-172.095,81,22.35,,,,,192,3,7,1,,,285,4,,,,,192,3,,,7,1,285,4,,,,
4441,2009,9,30,10,16,9.2,4,1,81,7.5,INDONESIA,,SUMATRA,-0.72,99.867,60,0.27,,,,,,,,,,,,,,,,,1117,4,,,1214,4,2200,4,,3,181665,4
4442,2009,10,7,22,3,14.4,4,1,45,7.6,VANUATU,,VANUATU ISLANDS,-13.006,166.51,82,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,2010,1,3,21,48,5.3,4,1,26,6.6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.743,157.477,82,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,2010,1,3,22,36,27.9,4,1,25,7.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346,82,3,,,,,,,,,,,,1,,1,,,,,,,,,,1,16,1,60,2
4542,2010,1,5,12,15,32.2,4,1,15,6.8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.019,157.551,82,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,2010,1,12,21,53,10,4,3,13,7,HAITI,,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,74,3.21,,,,,7,1,,,,,,1,,1,,,316000,4,,,300000,4,8000,4,97294,4,188383,4
4782,2010,2,26,20,31,26.9,3,1,25,7,JAPAN,,RYUKYU ISLANDS,25.93,128.425,85,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,2010,2,27,6,34,11.5,4,1,23,8.8,CHILE,,CENTRAL CHILE,-36.122,-72.898,89,29,,,,,156,3,12000,4,,,30000,4,,,,,558,3,,,12000,4,30000,4,,,500000,4
4722,2010,3,11,14,39,43.9,4,1,11,6.9,CHILE,,CENTRAL CHILE,-34.29,-71.891,89,0.14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4763,2010,4,6,22,15,1.5,4,1,31,7.8,INDONESIA,,SUMATRA,2.383,97.048,60,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,2010,4,13,,,,0,8,,,PERU,,"513 LAKE, HUALCAN GLACIER",-9.282,-77.645,89,23,,,,,1,1,,,,,,1,50,1,,,1,1,,,,,,1,50,1,,
5443,2010,4,13,,,,2,0,,,COOK ISLANDS,,"MANGAIA ISLAND, COOK ISLANDS",-21.955,-157.92,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,2010,5,29,11,46,50,4,6,,,USA TERRITORY,MP,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.708,145.97,81,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,2010,6,12,19,26,50.4,4,1,35,7.5,INDIA,,LITTLE NICOBAR ISLAND,7.881,91.936,60,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,2010,8,10,5,23,44.9,4,1,25,7.2,VANUATU,,VANUATU ISLANDS,-17.541,168.069,82,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,2010,8,13,21,19,33,4,1,10,6.9,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",12.484,141.476,81,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,2010,10,25,14,42,22,4,1,20,7.8,INDONESIA,,SUMATRA,-3.487,100.082,60,16.9,,,,,431,3,,,,,39,4,700,3,,,431,3,,,,,39,4,700,3,,
5402,2010,12,21,17,19,40.6,4,1,14,7.4,JAPAN,,BONIN ISLANDS,26.901,143.698,85,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,2010,12,25,13,16,37,4,1,16,7.3,VANUATU,,VANUATU ISLANDS,-19.702,167.947,82,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,2011,1,9,10,3,44.2,4,1,24,6.5,VANUATU,,VANUATU ISLANDS,-19.157,168.311,82,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406,2011,2,11,20,5,30.7,4,1,28,6.8,CHILE,,CENTRAL CHILE,-36.474,-73.125,89,0.15,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5407,2011,2,21,23,51,42.3,2,1,6,6.1,NEW ZEALAND,,SOUTH ISLAND,-43.583,172.68,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,2011,3,9,2,45,20.3,4,1,32,7.5,JAPAN,,HONSHU ISLAND,38.435,142.842,85,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5413,2011,3,11,5,46,24.1,4,1,30,9.1,JAPAN,,HONSHU ISLAND,38.297,142.372,85,38.9,,,,,18453,4,6152,4,,,220085.456,4,127511,4,273796,4,18453,4,,,6152,4,220085.456,4,127511,4,273796,4
5429,2011,4,7,14,32,43.2,4,1,42,7.1,JAPAN,,E. COAST HONSHU ISLAND,38.276,141.588,85,0.08,,,,,,,,,,,,,,,,,3,1,,,132,3,,1,,,,
5432,2011,6,24,3,9,39.4,4,1,52,7.3,USA,AK,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.836,87,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,2011,6,27,,,,2,9,,,UK,,"PLYMOUTH, ENGLAND",50.5,-3,73,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,2011,7,6,19,3,18.2,4,1,17,7.6,NEW ZEALAND,,KERMADEC ISLANDS,-29.539,-176.34,81,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,2011,7,10,0,57,10.8,4,1,23,7,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,85,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,2011,7,30,5,30,,3,8,,,NORWAY,,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,73,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5434,2011,8,6,12,55,,3,8,,,NORWAY,,"LYSEFJOREN, WESTERN NORWAY",59.05,6.64,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,2011,8,20,16,55,2.5,4,1,32,7.1,VANUATU,,VANUATU ISLANDS,-18.365,168.143,82,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,2011,8,20,18,19,23.5,4,1,28,7,VANUATU,,VANUATU ISLANDS,-18.311,168.218,82,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,2011,9,2,10,55,53.5,4,1,32,6.8,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.171,-171.708,87,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,2011,10,21,17,57,16.1,4,1,33,7.4,NEW ZEALAND,,KERMADEC ISLANDS,-28.993,-176.238,81,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,2012,2,2,13,34,40.6,4,1,23,7,VANUATU,,VANUATU ISLANDS,-17.827,167.133,82,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,2012,3,14,9,8,35.1,4,1,12,6.9,JAPAN,,HOKKAIDO ISLAND,40.887,144.944,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,2012,3,20,18,2,47.4,4,1,20,7.4,MEXICO,,S. MEXICO,16.493,-98.231,88,0.2,,,,,,,,,,,,,,,,,2,1,,,13,1,,3,800,3,,
5449,2012,4,11,8,38,36.7,4,1,20,8.6,INDONESIA,,OFF W. COAST OF N SUMATRA,2.327,93.063,60,,,,,,,,,,,,,,,,,,10,1,,,12,1,,1,,,,2
5450,2012,4,11,10,43,10.8,4,1,25,8.2,INDONESIA,,OFF W. COAST OF N SUMATRA,0.802,92.463,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,2012,4,14,22,5,26.4,4,1,11,6.3,VANUATU,,VANUATU ISLANDS,-18.972,168.741,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,2012,7,15,,,,4,8,,,GREENLAND,,ILULISSAT ICEFJORD,69.2,-51.3,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,2012,8,27,4,37,19.4,4,1,28,7.3,NICARAGUA,,OFF THE COAST,12.139,-88.59,88,0.36,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5463,2012,8,31,12,47,33.3,4,1,28,7.6,PHILIPPINES,,PHILIPPINE ISLANDS,10.811,126.638,84,0.15,,,,2,,,,,,,,,,,,,1,1,,,1,1,0.3,1,,1,,
5464,2012,9,5,14,42,7.8,4,1,35,7.6,COSTA RICA,,COSTA RICA,10.085,-85.315,88,0.16,,,,2,,,,,,,,,,,,,2,1,,,20,1,,1,,2,,
5467,2012,10,28,3,4,8.8,4,1,14,7.7,CANADA,BC,BRITISH COLUMBIA,52.788,-132.101,88,12.98,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,,,,
5468,2012,11,7,16,35,46.9,4,1,24,7.3,GUATEMALA,,GUATEMALA,13.988,-91.895,88,0.35,,,,,,,,,,,,,,,,,48,2,,,155,3,,3,2769,4,7561,4
5469,2012,12,7,8,18,23.1,4,1,31,7.2,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,85,1,,,,3,,,,,,,,,,,,,,,,,11,1,,,,,,
5471,2012,12,28,,,,0,8,,,CHINA,,"ZHAOJUN BRIDGE, HUBEI PROVINCE",31.256,110.733,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,2013,1,5,8,58,19.3,4,1,10,7.5,USA,AK,"SE. ALASKA, AK",55.393,-134.652,87,1.5,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5476,2013,2,6,1,12,25.8,4,1,24,7.9,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-10.766,165.114,82,11,,,,2,10,1,15,1,,,,2,588,3,478,3,10,1,,,15,1,,2,588,3,478,3
5477,2013,2,8,15,26,38.4,4,1,21,7,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-10.928,166.018,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,2013,4,19,3,5,52.6,2,1,110,7.2,RUSSIA,,S. KURIL ISLANDS,46.221,150.788,86,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,2013,6,13,,,,4,9,,,USA,,NORTHWEST ATLANTIC OCEAN,,,75,1.8,,,,,,,2,1,,,,,,,,,,,,,2,1,,,,,,
5491,2013,7,21,5,9,31.4,4,1,17,6.5,NEW ZEALAND,,COOK STRAIT,-41.704,174.337,81,0.07,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,35,1
5519,2013,8,16,2,31,7,4,1,10,6.5,NEW ZEALAND,,WELLINGTON,-41.767,174.061,81,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2
5506,2013,9,24,,,,4,5,47,,PAKISTAN,,OFF COAST GWADAR,25.18,62.26,60,0.26,,,,,,,,,,,,,,,,,386,3,,,816,3,,4,32638,4,14118,4
5533,2013,10,25,17,10,18,4,1,26,7.1,JAPAN,,E. COAST HONSHU ISLAND,37.149,144.679,85,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,2013,11,17,9,4,55,4,1,10,7.8,ANTARCTICA,,SCOTIA SEA,-60.296,-46.362,71,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,2014,3,16,21,16,30,4,1,20,6.7,CHILE,,NORTHERN CHILE,-19.925,-70.628,89,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5557,2014,4,1,23,46,46,4,1,20,8.2,CHILE,,NORTHERN CHILE,-19.642,-70.817,89,4.4,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5558,2014,4,3,2,43,17,4,1,40,7.6,CHILE,,NORTHERN CHILE,-20.4,-70.135,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,2014,4,12,20,14,39,4,1,29,7.6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.315,162.211,82,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5560,2014,4,13,12,36,18,4,1,35,7.4,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.451,162.069,82,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
